1000
-5	0,958924274663138
-4,99	0,961712903426793
-4,98	0,96440536170153
-4,97	0,967001380243766
-4,96	0,969500699453809
-4,95	0,971903069401821
-4,94	0,974208249852809
-4,93	0,97641601029065
-4,92	0,978526129941139
-4,91	0,980538397794069
-4,9	0,982452612624332
-4,89	0,984268583012042
-4,88	0,98598612736167
-4,87	0,987605073920215
-4,86	0,98912526079437
-4,85	0,990546535966713
-4,84	0,991868757310913
-4,83	0,993091792605935
-4,82	0,994215519549271
-4,81	0,995239825769163
-4,8	0,996164608835841
-4,79	0,99698977627177
-4,78	0,997715245560893
-4,77	0,998340944156888
-4,76	0,998866809490414
-4,75	0,999292788975378
-4,74	0,999618840014185
-4,73	0,999844930002004
-4,72	0,999971036330024
-4,71	0,999997146387718
-4,7	0,999923257564101
-4,69	0,999749377247994
-4,68	0,999475522827284
-4,67	0,999101721687185
-4,66	0,998628011207499
-4,65	0,998054438758879
-4,64	0,997381061698093
-4,63	0,996607947362286
-4,62	0,995735173062245
-4,61	0,994762826074676
-4,6	0,993691003633464
-4,59	0,992519812919963
-4,58	0,991249371052267
-4,57	0,989879805073504
-4,56	0,98841125193913
-4,55	0,986843858503237
-4,54	0,985177781503859
-4,53	0,983413187547311
-4,52	0,981550253091515
-4,51	0,979589164428367
-4,5	0,977530117665097
-4,49	0,975373318704666
-4,48	0,973118983225174
-4,47	0,970767336658288
-4,46	0,968318614166707
-4,45	0,965773060620639
-4,44	0,963130930573316
-4,43	0,960392488235543
-4,42	0,957558007449271
-4,41	0,954627771660216
-4,4	0,951602073889516
-4,39	0,948481216704426
-4,38	0,945265512188063
-4,37	0,941955281908201
-4,36	0,938550856885108
-4,35	0,935052577558449
-4,34	0,931460793753243
-4,33	0,927775864644875
-4,32	0,923998158723188
-4,31	0,920128053755624
-4,3	0,916165936749455
-4,29	0,91211220391308
-4,28	0,907967260616405
-4,27	0,903731521350305
-4,26	0,899405409685178
-4,25	0,894989358228584
-4,24	0,890483808581989
-4,23	0,885889211296603
-4,22	0,881206025828325
-4,21	0,876434720491801
-4,2	0,871575772413588
-4,19	0,866629667484444
-4,18	0,861596900310741
-4,17	0,856477974165001
-4,16	0,851273400935574
-4,15	0,845983701075447
-4,14	0,840609403550195
-4,13	0,835151045785093
-4,12	0,829609173611371
-4,11	0,823984341211626
-4,1	0,81827711106441
-4,09	0,812488053887984
-4,08	0,806617748583241
-4,07	0,800666782175818
-4,06	0,794635749757397
-4,05	0,788525254426195
-4,04	0,782335907226653
-4,03	0,776068327088332
-4,02	0,769723140764024
-4,01	0,763300982767073
-4	0,756802495307928
-3,99	0,750228328229919
-3,98	0,743579138944275
-3,97	0,736855592364383
-3,96	0,7300583608393
-3,95	0,723188124086512
-3,94	0,716245569123971
-3,93	0,709231390201386
-3,92	0,702146288730805
-3,91	0,694990973216472
-3,9	0,687766159183974
-3,89	0,680472569108694
-3,88	0,673110932343562
-3,87	0,665681985046119
-3,86	0,658186470104905
-3,85	0,650625137065167
-3,84	0,642998742053909
-3,83	0,635308047704276
-3,82	0,627553823079294
-3,81	0,619736843594963
-3,8	0,611857890942719
-3,79	0,603917753011261
-3,78	0,595917223807764
-3,77	0,587857103378483
-3,76	0,579738197728743
-3,75	0,571561318742344
-3,74	0,56332728410037
-3,73	0,555036917199424
-3,72	0,546691047069287
-3,71	0,538290508290018
-3,7	0,529836140908493
-3,69	0,521328790354406
-3,68	0,512769307355723
-3,67	0,504158547853611
-3,66	0,495497372916845
-3,65	0,486786648655699
-3,64	0,478027246135342
-3,63	0,469220041288727
-3,62	0,460365914828998
-3,61	0,451465752161423
-3,6	0,442520443294852
-3,59	0,433530882752718
-3,58	0,424497969483583
-3,57	0,415422606771246
-3,56	0,406305702144417
